id_tmdb,title,tmdb_title,release_date,release_year,release_month,release_quarter,release_period,is_summer_release,is_holiday_release,director_name,top_billed_cast,production_company_names,main_production_company,production_company_count,cast_member_count,tmdb_fetch_status,tmdb_http_status,tmdb_error
183,The Wizard,The Wizard,1989-12-15,1989,12,Q4,verao,0,1,Todd Holland,Luke Edwards|Vince Trankina|Wendy Phillips,Universal Pictures|Finnegan/Pinchuk Productions,Universal Pictures,2,41,ok,200,
184,Jackie Brown,Jackie Brown,1997-12-25,1997,12,Q4,verao,0,1,Quentin Tarantino,Pam Grier|Samuel L. Jackson|Robert De Niro,Miramax|A Band Apart|Mighty Mighty Afrodite Productions,Miramax,3,36,ok,200,
185,A Clockwork Orange,A Clockwork Orange,1971-10-28,1971,10,Q4,primavera,0,0,Stanley Kubrick,Malcolm McDowell|Patrick Magee|Carl Duering,Polaris Productions Limited|Warner Bros. Pictures|Hawk Films,Polaris Productions Limited,3,48,ok,200,
186,Lucky Number Slevin,Lucky Number Slevin,2006-02-24,2006,2,Q1,verao,0,0,Paul McGuigan,Josh Hartnett|Morgan Freeman|Ben Kingsley,FilmEngine|Capitol Films|Ascendant Pictures|VIP Medienfonds 4|Lucky Number Slevin Productions Inc.|The Complex|Don Carmody Productions|The Weinstein Company,FilmEngine,8,28,ok,200,
187,Sin City,Sin City,2005-04-01,2005,4,Q2,outono,0,0,Robert Rodriguez,Bruce Willis|Jessica Alba|Clive Owen,Dimension Films|Troublemaker Studios|Miramax,Dimension Films,3,76,ok,200,
189,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014-08-20,2014,8,Q3,inverno,1,0,Frank Miller,Jessica Alba|Bruce Willis|Mickey Rourke,Residaco|Miramax|Troublemaker Studios|Aldamisa Entertainment|Demarest Films|Solipsist Film|AR Films,Residaco,7,52,ok,200,
192,The Name of the Rose,The Name of the Rose,1986-09-24,1986,9,Q3,primavera,0,0,Jean-Jacques Annaud,Sean Connery|Christian Slater|Helmut Qualtinger,Cristaldifilm|Les Films Ariane|ZDF|RAI|Constantin Film,Cristaldifilm,5,40,ok,200,
193,Star Trek: Generations,Star Trek: Generations,1994-11-18,1994,11,Q4,primavera,0,1,David Carson,Patrick Stewart|Jonathan Frakes|Brent Spiner,Paramount Pictures,Paramount Pictures,1,33,ok,200,
194,Le Fabuleux Destin d'Amélie Poulain,Amélie,2001-04-25,2001,4,Q2,outono,0,0,Jean-Pierre Jeunet,Audrey Tautou|Mathieu Kassovitz|Rufus,Victoires Productions|Tapioca Films|France 3 Cinéma|MMC Independent|UGC,Victoires Productions,5,74,ok,200,
196,Back to the Future Part III,Back to the Future Part III,1990-05-25,1990,5,Q2,outono,1,0,Robert Zemeckis,Michael J. Fox|Christopher Lloyd|Mary Steenburgen,Universal Pictures|Amblin Entertainment,Universal Pictures,2,48,ok,200,
197,Braveheart,Braveheart,1995-05-24,1995,5,Q2,outono,1,0,Mel Gibson,Mel Gibson|Catherine McCormack|Sophie Marceau,The Ladd Company|Icon Productions,The Ladd Company,2,61,ok,200,
198,To Be or Not to Be,To Be or Not to Be,1942-03-06,1942,3,Q1,outono,0,0,Ernst Lubitsch,Carole Lombard|Jack Benny|Robert Stack,Romaine Film Corporation,Romaine Film Corporation,1,51,ok,200,
199,Star Trek: First Contact,Star Trek: First Contact,1996-11-22,1996,11,Q4,primavera,0,1,Jonathan Frakes,Patrick Stewart|Jonathan Frakes|Brent Spiner,Paramount Pictures,Paramount Pictures,1,29,ok,200,
200,Star Trek: Insurrection,Star Trek: Insurrection,1998-12-11,1998,12,Q4,verao,0,1,Jonathan Frakes,Patrick Stewart|Brent Spiner|Michael Dorn,Paramount Pictures|Digital Image Associates,Paramount Pictures,2,37,ok,200,
201,Star Trek: Nemesis,Star Trek: Nemesis,2002-12-13,2002,12,Q4,verao,0,1,Stuart Baird,Patrick Stewart|Jonathan Frakes|Brent Spiner,Paramount Pictures|Digital Image Associates,Paramount Pictures,2,21,ok,200,
203,Mean Streets,Mean Streets,1973-10-14,1973,10,Q4,primavera,0,0,Martin Scorsese,Robert De Niro|Harvey Keitel|David Proval,Taplin-Perry-Scorsese Productions,Taplin-Perry-Scorsese Productions,1,27,ok,200,
205,Hotel Rwanda,Hotel Rwanda,2004-12-22,2004,12,Q4,verao,0,1,Terry George,Don Cheadle|Sophie Okonedo|Nick Nolte,United Artists|Miracle Pictures|Seamus|Inside Track|Kiagli Releasing|Mikado Film|Metro-Goldwyn-Mayer|Artisan Entertainment|Lions Gate Films,United Artists,9,37,ok,200,
207,Dead Poets Society,Dead Poets Society,1989-06-02,1989,6,Q2,inverno,1,0,Peter Weir,Robin Williams|Robert Sean Leonard|Ethan Hawke,A Steven Haft Production|Witt/Thomas Productions|Silver Screen Partners IV|Touchstone Pictures,A Steven Haft Production,4,51,ok,200,
213,North by Northwest,North by Northwest,1959-08-06,1959,8,Q3,inverno,1,0,Alfred Hitchcock,Cary Grant|Eva Marie Saint|James Mason,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,1,96,ok,200,
214,Saw III,Saw III,2006-10-26,2006,10,Q4,primavera,0,0,Darren Lynn Bousman,Tobin Bell|Shawnee Smith|Angus Macfadyen,Twisted Pictures,Twisted Pictures,1,39,ok,200,
215,Saw II,Saw II,2005-10-28,2005,10,Q4,primavera,0,0,Darren Lynn Bousman,Tobin Bell|Donnie Wahlberg|Shawnee Smith,Twisted Pictures,Twisted Pictures,1,20,ok,200,
217,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,2008,5,Q2,outono,1,0,Steven Spielberg,Harrison Ford|Cate Blanchett|Karen Allen,Paramount Pictures|Lucasfilm Ltd.,Paramount Pictures,2,97,ok,200,
218,The Terminator,The Terminator,1984-10-26,1984,10,Q4,primavera,0,0,James Cameron,Arnold Schwarzenegger|Michael Biehn|Linda Hamilton,Hemdale|Pacific Western,Hemdale,2,48,ok,200,
219,Volver,Volver,2006-03-17,2006,3,Q1,outono,0,0,Pedro Almodóvar,Penélope Cruz|Carmen Maura|Lola Dueñas,El Deseo,El Deseo,1,27,ok,200,
221,Rebel Without a Cause,Rebel Without a Cause,1955-10-27,1955,10,Q4,primavera,0,0,Nicholas Ray,James Dean|Natalie Wood|Sal Mineo,Warner Bros. Pictures,Warner Bros. Pictures,1,42,ok,200,
223,Rebecca,Rebecca,1940-03-23,1940,3,Q1,outono,0,0,Alfred Hitchcock,Joan Fontaine|Laurence Olivier|George Sanders,Selznick International Pictures,Selznick International Pictures,1,26,ok,200,
226,Boys Don't Cry,Boys Don't Cry,1999-09-02,1999,9,Q3,primavera,0,0,Kimberly Peirce,Hilary Swank|Chloë Sevigny|Peter Sarsgaard,Fox Searchlight Pictures|IFC Productions|Killer Films|Hart-Sharp Entertainment,Fox Searchlight Pictures,4,32,ok,200,
227,The Outsiders,The Outsiders,1983-03-25,1983,3,Q1,outono,0,0,Francis Ford Coppola,C. Thomas Howell|Matt Dillon|Ralph Macchio,American Zoetrope,American Zoetrope,1,30,ok,200,
229,Bride of Frankenstein,Bride of Frankenstein,1935-04-20,1935,4,Q2,outono,0,0,James Whale,Boris Karloff|Colin Clive|Valerie Hobson,Universal Pictures|James Whale Productions,Universal Pictures,2,55,ok,200,
231,Syriana,Syriana,2005-11-23,2005,11,Q4,primavera,0,1,Stephen Gaghan,George Clooney|Matt Damon|Jeffrey Wright,Participant|4M|Section Eight|FilmWorks|MID Foundation|Warner Bros. Pictures,Participant,6,46,ok,200,
232,Rumble Fish,Rumble Fish,1983-10-09,1983,10,Q4,primavera,0,0,Francis Ford Coppola,Matt Dillon|Mickey Rourke|Diane Lane,American Zoetrope|Hotweather Films,American Zoetrope,2,29,ok,200,
234,Das Cabinet des Dr. Caligari,The Cabinet of Dr. Caligari,1920-02-27,1920,2,Q1,verao,0,0,Robert Wiene,Werner Krauss|Conrad Veidt|Friedrich Fehér,Decla Film Gesellschaft Holz & Co.,Decla Film Gesellschaft Holz & Co.,1,11,ok,200,
235,Stand by Me,Stand by Me,1986-08-08,1986,8,Q3,inverno,1,0,Rob Reiner,Wil Wheaton|River Phoenix|Corey Feldman,Act III Productions,Act III Productions,1,32,ok,200,
236,Muriel's Wedding,Muriel's Wedding,1994-09-29,1994,9,Q3,primavera,0,0,P.J. Hogan,Toni Collette|Bill Hunter|Rachel Griffiths,CiBy 2000|Film Victoria|House & Moorhouse Films,CiBy 2000,3,62,ok,200,
237,Young Adam,Young Adam,2003-09-26,2003,9,Q3,primavera,0,0,David Mackenzie,Ewan McGregor|Tilda Swinton|Peter Mullan,Recorded Picture Company|StudioCanal UK|HanWay Films|UK Film Council|Scottish Screen|Sveno Media|Sigma Films|Young Adam Productions,Recorded Picture Company,8,16,ok,200,
238,The Godfather,The Godfather,1972-03-14,1972,3,Q1,outono,0,0,Francis Ford Coppola,Marlon Brando|Al Pacino|James Caan,Paramount Pictures|Alfran Productions|ASR Productions,Paramount Pictures,3,81,ok,200,
239,Some Like It Hot,Some Like It Hot,1959-03-19,1959,3,Q1,outono,0,0,Billy Wilder,Tony Curtis|Jack Lemmon|Marilyn Monroe,The Mirisch Company,The Mirisch Company,1,81,ok,200,
240,The Godfather Part II,The Godfather Part II,1974-12-20,1974,12,Q4,verao,0,1,Francis Ford Coppola,Al Pacino|Robert Duvall|Diane Keaton,Paramount Pictures|The Coppola Company|American Zoetrope,Paramount Pictures,3,112,ok,200,
241,Natural Born Killers,Natural Born Killers,1994-08-26,1994,8,Q3,inverno,1,0,Oliver Stone,Woody Harrelson|Juliette Lewis|Robert Downey Jr.,Warner Bros. Pictures|Regency Enterprises|Alcor Films|Ixtlan Productions|New Regency Pictures|JD Productions,Warner Bros. Pictures,6,60,ok,200,
242,The Godfather Part III,The Godfather Part III,1990-12-25,1990,12,Q4,verao,0,1,Francis Ford Coppola,Al Pacino|Diane Keaton|Talia Shire,Paramount Pictures|American Zoetrope,Paramount Pictures,2,99,ok,200,
243,High Fidelity,High Fidelity,2000-03-17,2000,3,Q1,outono,0,0,Stephen Frears,John Cusack|Iben Hjejle|Todd Louiso,Touchstone Pictures|Working Title Films|Dogstar Films|New Crime Productions,Touchstone Pictures,4,53,ok,200,
244,King Kong,King Kong,1933-04-07,1933,4,Q2,outono,0,0,Merian C. Cooper,Robert Armstrong|Fay Wray|Bruce Cabot,RKO Radio Pictures,RKO Radio Pictures,1,40,ok,200,
245,About a Boy,About a Boy,2002-04-26,2002,4,Q2,outono,0,0,Chris Weitz,Hugh Grant|Nicholas Hoult|Toni Collette,Universal Pictures|Tribeca Productions|Working Title Films|Kalima Productions|StudioCanal,Universal Pictures,5,41,ok,200,
246,座頭市,Zatoichi,2003-09-06,2003,9,Q3,primavera,0,0,Takeshi Kitano,Takeshi Kitano|Tadanobu Asano|Michiyo Yasuda,Office Kitano|Saito Entertainment|Tokyo FM|Bandai Visual|Celluloid Dreams|dentsu|Shochiku,Office Kitano,7,46,ok,200,
249,The War of the Roses,The War of the Roses,1989-12-08,1989,12,Q4,verao,0,1,Danny DeVito,Michael Douglas|Kathleen Turner|Danny DeVito,20th Century Fox|Gracie Films,20th Century Fox,2,42,ok,200,
251,Ghost,Ghost,1990-07-13,1990,7,Q3,inverno,1,0,Jerry Zucker,Demi Moore|Patrick Swayze|Whoopi Goldberg,Paramount Pictures|Howard W. Koch Productions,Paramount Pictures,2,38,ok,200,
252,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,1971-06-29,1971,6,Q2,inverno,1,0,Mel Stuart,Gene Wilder|Jack Albertson|Peter Ostrum,Wolper Pictures,Wolper Pictures,1,45,ok,200,
253,Live and Let Die,Live and Let Die,1973-06-27,1973,6,Q2,inverno,1,0,Guy Hamilton,Roger Moore|Yaphet Kotto|Jane Seymour,EON Productions|United Artists,EON Productions,2,43,ok,200,
254,King Kong,King Kong,2005-12-12,2005,12,Q4,verao,0,1,Peter Jackson,Naomi Watts|Adrien Brody|Jack Black,Universal Pictures|WingNut Films|Big Primate Pictures|MFPV Film,Universal Pictures,4,51,ok,200,
255,Baisers volés,Stolen Kisses,1968-09-04,1968,9,Q3,primavera,0,0,François Truffaut,Jean-Pierre Léaud|Claude Jade|Delphine Seyrig,Les Films du Carrosse|Les Productions Artistes Associés,Les Films du Carrosse,2,35,ok,200,
257,Oliver Twist,Oliver Twist,2005-09-23,2005,9,Q3,primavera,0,0,Roman Polanski,Barney Clark|Ben Kingsley|Jamie Foreman,ETIC Films|R.P. Productions|Runteam III Ltd.,ETIC Films,3,38,ok,200,
261,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,1958-08-29,1958,8,Q3,inverno,1,0,Richard Brooks,Paul Newman|Elizabeth Taylor|Burl Ives,Avon Productions|Metro-Goldwyn-Mayer,Avon Productions,2,12,ok,200,
262,The King of Comedy,The King of Comedy,1982-12-18,1982,12,Q4,verao,0,1,Martin Scorsese,Robert De Niro|Jerry Lewis|Diahnne Abbott,Embassy International Pictures,Embassy International Pictures,1,75,ok,200,
266,Le Mépris,Contempt,1963-10-29,1963,10,Q4,primavera,0,0,Jean-Luc Godard,Brigitte Bardot|Michel Piccoli|Jack Palance,Rome-Paris Films|Les Films Concordia|C. C. Champion,Rome-Paris Films,3,8,ok,200,
268,Batman,Batman,1989-06-21,1989,6,Q2,inverno,1,0,Tim Burton,Michael Keaton|Jack Nicholson|Kim Basinger,Warner Bros. Pictures|Polygram Pictures|The Guber-Peters Company,Warner Bros. Pictures,3,61,ok,200,
272,Batman Begins,Batman Begins,2005-06-10,2005,6,Q2,inverno,1,0,Christopher Nolan,Christian Bale|Michael Caine|Liam Neeson,Warner Bros. Pictures|DC|Syncopy|Legendary Pictures|Patalex III Productions,Warner Bros. Pictures,5,111,ok,200,
274,The Silence of the Lambs,The Silence of the Lambs,1991-02-14,1991,2,Q1,verao,0,0,Jonathan Demme,Jodie Foster|Anthony Hopkins|Scott Glenn,Orion Pictures|Strong Heart|A Luta Continua,Orion Pictures,3,66,ok,200,
275,Fargo,Fargo,1996-03-08,1996,3,Q1,outono,0,0,Joel Coen,Frances McDormand|William H. Macy|Steve Buscemi,PolyGram Filmed Entertainment|Working Title Films,PolyGram Filmed Entertainment,2,40,ok,200,
277,Underworld,Underworld,2003-09-19,2003,9,Q3,primavera,0,0,Len Wiseman,Kate Beckinsale|Scott Speedman|Michael Sheen,Screen Gems|Lakeshore Entertainment,Screen Gems,2,31,ok,200,
278,The Shawshank Redemption,The Shawshank Redemption,1994-09-23,1994,9,Q3,primavera,0,0,Frank Darabont,Tim Robbins|Morgan Freeman|Bob Gunton,Castle Rock Entertainment,Castle Rock Entertainment,1,59,ok,200,
279,Amadeus,Amadeus,1984-09-19,1984,9,Q3,primavera,0,0,Miloš Forman,F. Murray Abraham|Tom Hulce|Elizabeth Berridge,The Saul Zaentz Company,The Saul Zaentz Company,1,115,ok,200,
280,Terminator 2: Judgment Day,Terminator 2: Judgment Day,1991-07-03,1991,7,Q3,inverno,1,0,James Cameron,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong,Carolco Pictures|Pacific Western|Lightstorm Entertainment|Le Studio Canal+,Carolco Pictures,4,69,ok,200,
281,Strange Days,Strange Days,1995-10-13,1995,10,Q4,primavera,0,0,Kathryn Bigelow,Ralph Fiennes|Angela Bassett|Juliette Lewis,Lightstorm Entertainment|20th Century Fox,Lightstorm Entertainment,2,84,ok,200,
284,The Apartment,The Apartment,1960-06-21,1960,6,Q2,inverno,1,0,Billy Wilder,Jack Lemmon|Shirley MacLaine|Fred MacMurray,The Mirisch Company,The Mirisch Company,1,38,ok,200,
285,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,2007-05-19,2007,5,Q2,outono,1,0,Gore Verbinski,Johnny Depp|Geoffrey Rush|Orlando Bloom,Jerry Bruckheimer Films|Second Mate Productions|Walt Disney Pictures,Jerry Bruckheimer Films,3,84,ok,200,
287,Bull Durham,Bull Durham,1988-06-15,1988,6,Q2,inverno,1,0,Ron Shelton,Kevin Costner|Susan Sarandon|Tim Robbins,The Mount Company|Orion Pictures,The Mount Company,2,45,ok,200,
288,High Noon,High Noon,1952-06-09,1952,6,Q2,inverno,1,0,Fred Zinnemann,Gary Cooper|Thomas Mitchell|Lloyd Bridges,Stanley Kramer Productions,Stanley Kramer Productions,1,72,ok,200,
289,Casablanca,Casablanca,1943-01-15,1943,1,Q1,verao,0,0,Michael Curtiz,Humphrey Bogart|Ingrid Bergman|Paul Henreid,Warner Bros. Pictures,Warner Bros. Pictures,1,106,ok,200,
290,Barton Fink,Barton Fink,1991-08-01,1991,8,Q3,inverno,1,0,Joel Coen,John Turturro|John Goodman|Judy Davis,Working Title Films|Circle Films,Working Title Films,2,32,ok,200,
293,A River Runs Through It,A River Runs Through It,1992-10-09,1992,10,Q4,primavera,0,0,Robert Redford,Craig Sheffer|Brad Pitt|Tom Skerritt,Allied Filmmakers|Columbia Pictures,Allied Filmmakers,2,46,ok,200,
296,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,2003-07-02,2003,7,Q3,inverno,1,0,Jonathan Mostow,Arnold Schwarzenegger|Nick Stahl|Claire Danes,Intermedia Films|IMF Internationale Medien und Film 3 & Produktions|C2 Pictures|Mostow/Lieberman Productions,Intermedia Films,4,36,ok,200,
297,Meet Joe Black,Meet Joe Black,1998-11-12,1998,11,Q4,primavera,0,1,Martin Brest,Brad Pitt|Anthony Hopkins|Claire Forlani,Universal Pictures|City Light Films,Universal Pictures,2,28,ok,200,
298,Ocean's Thirteen,Ocean's Thirteen,2007-06-05,2007,6,Q2,inverno,1,0,Steven Soderbergh,George Clooney|Brad Pitt|Al Pacino,Warner Bros. Pictures|Village Roadshow Pictures|Jerry Weintraub Productions|Section Eight,Warner Bros. Pictures,4,111,ok,200,
300,La Science des rêves,The Science of Sleep,2006-06-25,2006,6,Q2,inverno,1,0,Michel Gondry,Gael García Bernal|Charlotte Gainsbourg|Miou-Miou,Partizan Films|Gaumont|France 3 Cinéma|Mikado Film,Partizan Films,4,15,ok,200,
301,Rio Bravo,Rio Bravo,1959-03-08,1959,3,Q1,outono,0,0,Howard Hawks,John Wayne|Dean Martin|Ricky Nelson,Armada Productions|Warner Bros. Pictures,Armada Productions,2,68,ok,200,
302,Swimming Pool,Swimming Pool,2003-05-21,2003,5,Q2,outono,1,0,François Ozon,Charlotte Rampling|Ludivine Sagnier|Charles Dance,France 2 Cinéma|Fidélité Productions|Gimages|FOZ|Headforce Ltd.,France 2 Cinéma,5,16,ok,200,
303,Notorious,Notorious,1946-08-21,1946,8,Q3,inverno,1,0,Alfred Hitchcock,Cary Grant|Ingrid Bergman|Claude Rains,RKO Radio Pictures|Vanguard Films,RKO Radio Pictures,2,68,ok,200,
306,Beverly Hills Cop III,Beverly Hills Cop III,1994-05-24,1994,5,Q2,outono,1,0,John Landis,Eddie Murphy|Judge Reinhold|Héctor Elizondo,Eddie Murphy Productions|Mace Neufeld Productions|Robert Rehme Productions|Paramount Pictures,Eddie Murphy Productions,4,104,ok,200,
307,Roma città aperta,"Rome, Open City",1945-10-08,1945,10,Q4,primavera,0,0,Roberto Rossellini,Aldo Fabrizi|Marcello Pagliero|Harry Feist,Excelsa Film,Excelsa Film,1,17,ok,200,
308,Broken Flowers,Broken Flowers,2005-07-31,2005,7,Q3,inverno,1,0,Jim Jarmusch,Bill Murray|Sharon Stone|Jessica Lange,Focus Features|Bac Films|Five Roses,Focus Features,3,31,ok,200,
310,Bruce Almighty,Bruce Almighty,2003-05-23,2003,5,Q2,outono,1,0,Tom Shadyac,Jim Carrey|Morgan Freeman|Jennifer Aniston,Pit Bull Productions|Spyglass Entertainment|Universal Pictures|Shady Acres Entertainment,Pit Bull Productions,4,115,ok,200,
311,Once Upon a Time in America,Once Upon a Time in America,1984-05-23,1984,5,Q2,outono,1,0,Sergio Leone,Robert De Niro|James Woods|Elizabeth McGovern,Embassy International Pictures|PSO|The Ladd Company|Rafran Cinematografica,Embassy International Pictures,4,81,ok,200,
314,Catwoman,Catwoman,2004-07-22,2004,7,Q3,inverno,1,0,Pitof,Halle Berry|Benjamin Bratt|Sharon Stone,Village Roadshow Pictures|Di Novi Pictures|Frantic Films|Maple Shade Films|Catwoman Films|Warner Bros. Pictures,Village Roadshow Pictures,6,59,ok,200,
315,"Faster, Pussycat! Kill! Kill!","Faster, Pussycat! Kill! Kill!",1965-08-06,1965,8,Q3,inverno,1,0,Russ Meyer,Tura Satana|Haji|Lori Williams,Eve Productions Inc.,Eve Productions Inc.,1,10,ok,200,
318,The Million Dollar Hotel,The Million Dollar Hotel,2000-02-09,2000,2,Q1,verao,0,0,Wim Wenders,Mel Gibson|Milla Jovovich|Jeremy Davies,Kintop Pictures|Wim Wenders Stiftung|Road Movies|Icon Productions,Kintop Pictures,4,27,ok,200,
319,True Romance,True Romance,1993-09-09,1993,9,Q3,primavera,0,0,Tony Scott,Christian Slater|Patricia Arquette|Dennis Hopper,Morgan Creek Entertainment|Davis Films|August Entertainment,Morgan Creek Entertainment,3,40,ok,200,
320,Insomnia,Insomnia,2002-05-24,2002,5,Q2,outono,1,0,Christopher Nolan,Al Pacino|Robin Williams|Hilary Swank,Alcon Entertainment|Witt/Thomas Productions|Section Eight,Alcon Entertainment,3,25,ok,200,
322,Mystic River,Mystic River,2003-10-08,2003,10,Q4,primavera,0,0,Clint Eastwood,Sean Penn|Tim Robbins|Kevin Bacon,Warner Bros. Pictures|Village Roadshow Pictures|NPV Entertainment|Malpaso Productions,Warner Bros. Pictures,4,59,ok,200,
326,Snakes on a Plane,Snakes on a Plane,2006-08-17,2006,8,Q3,inverno,1,0,David R. Ellis,Samuel L. Jackson|Julianna Margulies|Nathan Phillips,New Line Cinema|Mutual Film Company|Meradin Zweite Productions|Eyetronics|H2L Media Group,New Line Cinema,5,33,ok,200,
327,Brother,Brother,2000-12-13,2000,12,Q4,verao,0,1,Takeshi Kitano,Takeshi Kitano|Omar Epps|Claude Maki,Recorded Picture Company|Office Kitano|Film4 Productions|Bac Films,Recorded Picture Company,4,73,ok,200,
329,Jurassic Park,Jurassic Park,1993-06-11,1993,6,Q2,inverno,1,0,Steven Spielberg,Sam Neill|Laura Dern|Jeff Goldblum,Universal Pictures|Amblin Entertainment,Universal Pictures,2,22,ok,200,
330,The Lost World: Jurassic Park,The Lost World: Jurassic Park,1997-05-23,1997,5,Q2,outono,1,0,Steven Spielberg,Jeff Goldblum|Julianne Moore|Pete Postlethwaite,Universal Pictures|Amblin Entertainment,Universal Pictures,2,76,ok,200,
331,Jurassic Park III,Jurassic Park III,2001-07-18,2001,7,Q3,inverno,1,0,Joe Johnston,Sam Neill|William H. Macy|Téa Leoni,Universal Pictures|Amblin Entertainment,Universal Pictures,2,25,ok,200,
332,Inspector Gadget,Inspector Gadget,1999-07-23,1999,7,Q3,inverno,1,0,David Kellogg,Matthew Broderick|Rupert Everett|Joely Fisher,DiC Entertainment|Walt Disney Pictures|Caravan Pictures|Avnet/Kerner Productions|Roger Birnbaum Productions,DiC Entertainment,5,34,ok,200,
334,Magnolia,Magnolia,1999-12-17,1999,12,Q4,verao,0,1,Paul Thomas Anderson,Tom Cruise|Philip Baker Hall|Philip Seymour Hoffman,New Line Cinema|Ghoulardi Film Company,New Line Cinema,2,113,ok,200,
335,C'era una volta il West,Once Upon a Time in the West,1968-12-21,1968,12,Q4,verao,0,1,Sergio Leone,Claudia Cardinale|Henry Fonda|Jason Robards,Paramount Pictures|Rafran Cinematografica|San Marco,Paramount Pictures,3,40,ok,200,
338,"Good Bye, Lenin!","Good Bye, Lenin!",2003-02-13,2003,2,Q1,verao,0,0,Wolfgang Becker,Daniel Brühl|Katrin Sass|Chulpan Khamatova,WDR|X Filme Creative Pool|ARTE,WDR,3,49,ok,200,
339,Night on Earth,Night on Earth,1991-12-12,1991,12,Q4,verao,0,1,Jim Jarmusch,Winona Ryder|Gena Rowlands|Giancarlo Esposito,"JVC|Locus Solus Entertainment|Victor Musical Industries, Inc.|Pyramide Productions|Le Studio Canal+|Pandora Film|Channel Four Films",JVC,7,30,ok,200,
340,Everything Is Illuminated,Everything Is Illuminated,2005-09-05,2005,9,Q3,primavera,0,0,Liev Schreiber,Elijah Wood|Eugene Hutz|Boris Lyoskin,Stillking Films|Warner Independent Pictures|Telegraph Films|Big Beach,Stillking Films,4,14,ok,200,
345,Eyes Wide Shut,Eyes Wide Shut,1999-07-16,1999,7,Q3,inverno,1,0,Stanley Kubrick,Tom Cruise|Nicole Kidman|Sydney Pollack,Warner Bros. Pictures|Stanley Kubrick Productions|Pole Star|Hobby Films,Warner Bros. Pictures,4,78,ok,200,
346,七人の侍,Seven Samurai,1954-04-26,1954,4,Q2,outono,0,0,Akira Kurosawa,Toshirō Mifune|Takashi Shimura|Yoshio Inaba,TOHO,TOHO,1,101,ok,200,
